,Unnamed: 0,carat,cut,color,clarity,depth,table,price,volumen
27416,27416,2.32,0,3,6,62.0,62.0,18026,366.0056400000001
27417,27417,2.32,3,1,6,61.2,58.0,18026,381.87577200000004
27419,27419,2.01,1,5,6,58.7,59.0,18027,329.420564
27422,27422,2.16,4,1,6,62.0,56.0,18029,353.24136
27423,27423,2.11,3,5,4,62.4,61.0,18034,337.00212
27424,27424,2.25,3,1,6,60.1,60.0,18034,373.261365
27426,27426,2.51,4,1,4,58.4,62.0,18037,401.5315949999999
27428,27428,2.02,4,3,5,61.6,56.0,18050,333.0288079999999
27429,27429,2.28,3,3,4,62.1,59.0,18055,370.78608
27430,27430,1.7,4,4,5,62.3,56.0,18055,276.52837500000004
27431,27431,1.58,4,5,3,62.6,56.0,18057,256.35636000000005
27432,27432,2.2,4,1,6,61.7,55.0,18059,364.629006
27433,27433,2.21,4,1,6,61.6,57.0,18062,365.93281199999996
27434,27434,2.0,4,3,6,61.8,57.0,18062,331.39529999999996
27435,27435,2.04,3,4,4,60.2,58.0,18066,332.56475200000006
27438,27438,2.0,1,4,6,62.8,62.0,18069,323.1272
27440,27440,2.01,1,6,6,60.8,61.0,18077,316.085199
27442,27442,2.01,3,6,6,61.8,60.0,18077,317.98602
27443,27443,2.02,4,6,5,61.7,53.0,18077,326.573544
27444,27444,2.32,4,3,6,62.6,57.0,18080,383.461344
27446,27446,1.51,3,4,0,60.5,61.0,18102,246.97500000000002
27447,27447,2.04,3,3,3,60.7,61.0,18104,327.31452
27450,27450,2.3,4,3,4,62.6,54.0,18108,376.1112960000001
27452,27452,2.45,4,0,5,60.4,56.0,18113,407.16296000000006
27455,27455,2.04,3,3,6,62.5,61.0,18115,327.414528
27456,27456,2.04,3,3,6,63.0,58.0,18115,330.41844
27457,27457,2.02,3,5,4,61.0,59.0,18117,330.115352
27461,27461,2.12,3,5,4,58.3,59.0,18120,350.878656
27463,27463,2.08,4,6,4,61.8,56.0,18124,340.904772
27467,27467,1.78,4,4,5,60.9,56.0,18128,296.29982
27468,27468,2.21,4,6,4,60.2,60.0,18128,359.8615020000001
27469,27469,2.08,4,5,4,60.2,60.0,18128,344.448
27470,27470,2.03,3,3,5,62.6,59.0,18139,330.34716
27476,27476,1.5,4,4,2,63.1,57.0,18159,242.91932400000002
27477,27477,2.12,3,6,4,62.6,59.0,18164,338.75016
27478,27478,2.03,3,6,5,60.9,59.0,18166,330.52388599999995
27480,27480,2.0,4,4,4,62.6,57.0,18172,326.192832
27481,27481,2.01,4,6,5,63.0,56.0,18172,318.4688
27483,27483,1.76,4,6,3,62.8,55.0,18178,289.0503
27484,27484,1.63,4,4,3,61.6,57.0,18179,267.033378
27485,27485,2.52,3,4,4,60.6,60.0,18179,404.8457999999999
27486,27486,2.05,4,6,4,61.6,56.0,18181,331.54977599999995
27487,27487,2.01,4,4,4,61.6,55.0,18183,322.063952
27489,27489,2.01,4,3,6,62.8,54.0,18186,327.65611999999993
27490,27490,2.01,3,3,6,61.7,60.0,18188,316.93854400000004
27491,27491,1.55,4,5,2,62.5,55.0,18188,252.30744
27492,27492,2.3,4,1,5,62.6,56.0,18190,374.0646
27493,27493,2.07,3,1,5,61.2,58.0,18193,336.05075999999997
27494,27494,2.05,4,5,6,62.4,57.0,18193,335.764124
27495,27495,2.2,3,6,6,60.5,55.0,18193,365.292438
27496,27496,2.07,4,3,4,63.5,53.0,18198,337.65071199999994
27497,27497,2.01,3,1,3,62.9,59.0,18206,320.06616399999996
27498,27498,2.02,3,3,5,60.8,62.0,18207,328.3849799999999
27502,27502,2.04,3,4,4,60.2,58.0,18231,332.56475200000006
27504,27504,2.19,3,5,4,62.4,61.0,18232,352.899108
27508,27508,2.02,1,5,4,58.8,61.0,18236,327.8253
27509,27509,2.3,3,1,5,61.8,60.0,18239,370.2397930000001
27510,27510,3.01,3,1,4,60.2,59.0,18242,489.735792
27511,27511,3.01,0,1,4,65.8,56.0,18242,474.18654
27512,27512,3.01,0,1,4,65.8,56.0,18242,474.18654
27513,27513,3.01,1,1,4,63.9,60.0,18242,471.008562
27514,27514,3.01,1,1,4,63.9,60.0,18242,471.008562
27515,27515,1.7,3,4,5,62.8,58.0,18251,273.125944
27516,27516,2.01,4,3,6,62.2,56.0,18252,323.2075
27517,27517,2.52,3,1,6,58.5,59.0,18252,410.5036
27518,27518,2.53,3,3,6,62.1,59.0,18254,420.11815500000006
27519,27519,2.51,3,1,4,62.3,57.0,18255,414.116736
27521,27521,2.01,4,6,4,61.7,57.0,18259,329.92353
27522,27522,2.02,3,4,4,61.3,59.0,18274,329.16057
27523,27523,2.13,4,3,6,62.2,55.0,18275,347.20768
27524,27524,2.21,4,6,4,61.9,55.0,18276,364.46256000000005
27526,27526,1.07,3,2,0,60.9,58.0,18279,176.602257
27528,27528,1.62,4,4,5,61.2,57.0,18281,263.347392
27529,27529,2.03,3,2,4,62.4,59.0,18286,320.796
27530,27530,2.14,3,5,4,61.5,58.0,18291,348.534696
27531,27531,2.06,4,6,4,62.3,56.0,18293,334.03286399999996
27532,27532,1.54,4,6,1,61.4,56.0,18294,253.30321800000002
27533,27533,2.01,4,3,6,62.1,55.0,18295,329.607852
27534,27534,2.01,3,3,6,61.4,56.0,18295,333.589347
27535,27535,2.02,4,6,4,62.0,55.0,18296,333.12384000000003
27536,27536,2.24,4,1,6,60.5,59.0,18299,368.4622499999999
27538,27538,1.93,4,4,6,59.5,60.0,18306,318.06999
27539,27539,2.51,0,3,4,64.7,57.0,18308,393.1352
27540,27540,2.03,3,5,4,61.5,59.0,18310,338.881536
27541,27541,2.1,4,6,4,61.3,55.0,18312,340.54019999999997
27542,27542,2.05,3,3,5,61.8,60.0,18318,336.66633
27543,27543,1.61,4,2,5,62.0,55.0,18318,263.03774999999996
27544,27544,2.02,3,4,4,61.7,58.0,18320,331.8044299999999
27545,27545,2.02,4,1,3,62.1,56.0,18324,331.48936800000007
27546,27546,2.5,1,0,5,62.0,58.0,18325,396.32412
27547,27547,2.49,3,1,4,61.2,56.0,18325,406.97207999999995
27548,27548,2.01,1,3,3,57.6,63.0,18340,322.51312500000006
27549,27549,2.16,4,1,3,62.7,56.0,18342,351.0223199999999
27550,27550,1.7,3,5,5,58.6,62.0,18342,286.868736
27551,27551,2.27,4,6,6,61.1,60.0,18343,367.56331200000005
27552,27552,2.07,4,4,4,61.5,55.0,18344,346.17355200000003
27554,27554,2.07,3,1,5,61.2,58.0,18359,336.05075999999997
27555,27555,2.22,4,1,5,61.3,56.0,18363,363.8063
27556,27556,2.2,3,1,5,62.0,57.0,18364,362.026056
27557,27557,2.6,4,0,4,62.5,56.0,18369,423.694044
27558,27558,2.06,4,2,4,60.3,56.0,18371,341.278575
27560,27560,2.0,3,3,6,63.0,56.0,18371,317.039814
27561,27561,2.0,3,3,6,58.2,60.0,18371,332.73097199999995
27562,27562,2.4,4,3,4,62.0,55.0,18374,392.09464
27563,27563,2.01,1,6,6,60.1,61.0,18374,317.28412799999995
27564,27564,2.0,1,4,6,63.0,61.0,18376,312.980285
27565,27565,1.73,3,6,2,62.6,55.0,18377,287.102928
27567,27567,2.01,4,4,4,61.7,56.0,18394,332.6211839999999
27568,27568,2.01,4,4,4,61.9,55.0,18395,326.025
27571,27571,1.7,3,4,3,58.5,60.0,18398,277.06924799999996
27574,27574,1.54,4,4,3,60.3,57.0,18416,257.074776
27575,27575,1.79,3,6,3,61.7,59.0,18419,292.25079
27576,27576,1.6,4,4,5,62.0,55.0,18421,263.17163600000003
27577,27577,2.03,3,6,6,61.3,59.0,18423,325.02284799999995
27578,27578,2.26,3,3,6,60.3,58.0,18426,375.15484000000004
27580,27580,2.0,3,5,4,61.8,56.0,18426,326.83
27584,27584,1.7,3,4,3,60.6,58.0,18430,275.931648
27585,27585,1.72,4,6,2,62.0,57.0,18431,280.38113599999997
27586,27586,2.22,3,1,6,59.9,59.0,18432,359.30043
27587,27587,1.33,4,4,0,60.2,57.0,18435,219.51672
27588,27588,2.06,3,6,6,61.5,58.0,18439,336.1549
27589,27589,2.0,4,3,6,62.8,52.0,18440,329.9373
27590,27590,2.0,4,3,6,63.9,54.0,18440,323.13599999999997
27591,27591,2.13,4,3,6,62.2,55.0,18442,347.20768
27592,27592,2.09,3,3,5,62.2,58.0,18443,335.6824239999999
27593,27593,1.7,4,6,1,61.0,56.0,18445,272.355564
27594,27594,2.5,3,1,4,59.0,60.0,18447,405.736044
27595,27595,2.08,3,1,5,58.9,61.0,18447,343.44552
27596,27596,2.03,4,4,4,63.3,55.0,18458,325.51624000000004
27597,27597,2.1,4,3,4,63.1,55.0,18462,341.40959399999997
27598,27598,2.16,4,0,3,61.4,55.0,18462,351.75618
27599,27599,2.04,1,2,6,61.9,60.0,18468,332.465395
27600,27600,2.15,4,3,6,61.5,60.0,18470,342.71025799999995
27601,27601,2.09,1,4,4,63.4,55.0,18472,342.31336799999997
27602,27602,2.01,1,3,5,64.1,59.0,18474,313.57217499999996
27603,27603,2.19,4,3,6,60.6,57.0,18475,355.186455
27604,27604,2.03,3,5,4,61.5,59.0,18477,338.881536
27606,27606,2.16,3,1,5,58.7,60.0,18481,362.94999999999993
27608,27608,2.57,3,0,6,63.0,58.0,18485,416.474145
27609,27609,2.02,3,4,4,61.7,58.0,18487,331.8044299999999
27611,27611,2.0,3,4,6,62.6,59.0,18493,328.8762
27612,27612,2.66,1,3,4,64.3,60.0,18495,420.40557000000007
27617,27617,2.37,4,0,6,61.9,55.0,18508,386.258872
27619,27619,2.0,0,6,5,67.6,58.0,18515,300.39714000000004
27620,27620,2.38,3,3,3,60.9,59.0,18522,387.99999199999996
27622,27622,1.83,3,6,5,60.5,59.0,18525,302.59728
27624,27624,2.14,4,3,6,61.5,57.0,18528,354.83852799999994
27625,27625,2.22,4,1,5,61.3,56.0,18531,363.8063
27626,27626,4.5,0,0,7,65.8,58.0,18531,698.455296
27627,27627,2.32,4,6,4,61.0,58.0,18532,377.46799999999996
27628,27628,2.03,4,4,4,61.4,58.0,18535,331.29599999999994
27629,27629,2.4,1,1,6,56.9,62.0,18541,393.06784100000004
27630,27630,2.4,4,3,4,62.0,55.0,18541,392.09464
27634,27634,3.04,3,1,4,59.3,60.0,18559,505.60105200000004
27635,27635,2.38,3,0,5,62.1,58.0,18559,383.549334
27636,27636,2.09,3,3,6,61.1,56.0,18559,344.96045000000004
27637,27637,2.01,1,3,5,57.8,60.0,18561,332.95541499999996
27639,27639,2.02,0,3,5,64.5,57.0,18565,326.904
27640,27640,1.6,4,4,3,60.5,57.0,18571,267.32468
27641,27641,2.01,1,6,6,63.1,59.0,18572,323.60096999999996
27642,27642,2.01,0,6,6,70.6,64.0,18574,231.38208799999998
27643,27643,2.11,3,2,4,60.9,60.0,18575,341.253576
27644,27644,2.03,4,4,4,61.6,55.0,18578,335.33299800000003
27645,27645,3.01,1,3,4,57.6,64.0,18593,479.92582400000003
27646,27646,2.29,3,0,0,61.4,60.0,18594,373.0506
27648,27648,1.71,4,6,2,62.1,55.0,18599,277.61755
27649,27649,2.0,4,3,6,65.0,61.0,18604,314.47451000000007
27650,27650,2.01,4,6,5,61.4,54.0,18607,329.411856
27651,27651,2.07,3,4,4,60.7,59.0,18611,332.95819200000005
27652,27652,1.49,4,4,2,61.1,58.0,18614,244.4256
27653,27653,2.42,3,0,5,61.3,59.0,18615,389.31492599999996
27654,27654,2.01,1,6,6,60.3,60.0,18625,323.4617400000001
27656,27656,2.01,1,3,5,63.3,55.0,18640,312.439
27658,27658,2.1,4,3,6,62.9,57.0,18648,341.159364
27659,27659,2.29,3,1,5,60.8,60.0,18653,371.49420000000003
27660,27660,2.12,3,3,6,61.1,60.0,18656,339.18533599999995
27661,27661,2.05,4,3,5,61.6,57.0,18659,335.74244000000004
27662,27662,2.04,4,6,6,59.0,57.0,18663,342.62092799999994
27663,27663,2.01,4,2,4,62.1,56.0,18674,325.86142199999995
27664,27664,2.02,3,4,4,62.1,56.0,18678,321.75170700000007
27666,27666,2.03,3,6,5,59.6,60.0,18680,333.37279700000005
27667,27667,1.42,4,4,1,60.8,56.0,18682,235.1001
27668,27668,2.67,1,4,4,63.8,58.0,18686,415.95206399999995
27670,27670,2.43,3,0,5,62.2,57.0,18692,393.55906799999997
27672,27672,2.19,4,2,4,61.8,57.0,18693,361.24185900000003
27673,27673,1.28,4,5,0,60.7,57.0,18700,211.61735699999997
27674,27674,2.02,4,6,5,62.0,57.0,18700,326.67704999999995
27675,27675,3.51,3,0,5,62.5,59.0,18701,560.9455740000001
27676,27676,2.01,3,6,4,61.2,57.2,18705,326.88286400000004
27677,27677,2.22,3,0,3,60.0,60.0,18706,363.579156
27678,27678,2.07,1,1,5,61.8,61.0,18707,333.283776
27680,27680,3.01,3,0,4,60.7,59.0,18710,486.20748000000003
27681,27681,3.01,3,0,4,59.7,58.0,18710,490.249708
27682,27682,2.18,3,4,6,61.2,60.0,18717,354.72540000000004
27683,27683,1.7,3,6,2,59.8,59.0,18718,275.6985
27684,27684,1.51,4,5,3,61.5,57.0,18729,246.05148000000003
27685,27685,1.72,3,6,2,61.8,60.0,18730,278.48448
27686,27686,0.38,4,1,5,60.5,56.0,648,63.627390000000005
27687,27687,0.41,4,0,3,61.5,55.0,648,67.17400199999999
27688,27688,0.41,4,0,3,62.4,55.0,648,67.292775
27689,27689,0.41,4,0,3,62.7,54.0,648,68.02997500000001
27690,27690,0.41,4,0,3,61.3,57.0,648,68.909984
27691,27691,0.4,4,6,4,62.1,57.0,648,65.9148
27692,27692,0.41,4,6,4,61.5,55.0,648,67.17312
27693,27693,0.41,4,6,4,61.7,56.0,648,68.198104
27694,27694,0.4,4,2,4,60.5,57.0,648,64.61747600000001
27695,27695,0.32,4,4,6,61.6,55.0,648,53.574885
27696,27696,0.32,4,4,6,61.0,55.0,648,54.10488000000001
27697,27697,0.26,4,6,0,61.7,54.0,648,44.58179
27698,27698,0.26,4,6,0,60.8,56.0,648,42.811815
27699,27699,0.39,1,1,5,62.3,61.0,648,60.86122
27700,27700,0.36,4,3,6,61.5,57.0,648,59.282039999999995
27701,27701,0.36,4,1,5,61.8,55.0,648,59.963192
27703,27703,0.36,1,5,4,63.7,54.0,648,59.43574
27704,27704,0.32,4,3,5,62.5,55.0,648,53.2389
27705,27705,0.32,4,3,5,62.2,57.0,648,51.94329600000001
27706,27706,0.32,3,3,5,61.9,58.0,648,51.989453
27707,27707,0.36,3,1,5,62.7,59.0,648,59.468551999999995
27708,27708,0.36,3,3,6,63.0,55.0,648,58.354890000000005
27709,27709,0.36,4,3,6,62.3,57.0,648,59.052687999999996
27710,27710,0.36,3,5,4,61.5,58.0,648,59.280911999999994
27711,27711,0.36,3,5,4,60.6,59.0,648,58.568206
27712,27712,0.36,3,5,4,62.6,57.0,648,57.816900000000004
27713,27713,0.32,4,1,3,60.9,56.0,648,53.66450400000001
27714,27714,0.32,3,1,3,59.8,60.0,648,52.67438400000001
27715,27715,0.32,3,1,3,61.0,60.0,648,53.54255399999999
27717,27717,1.94,3,4,6,62.6,58.0,18735,307.52339800000004
27718,27718,2.01,4,6,6,62.1,57.0,18736,327.73722599999996
27719,27719,2.01,4,6,6,62.2,56.0,18741,317.67941799999994
27721,27721,2.01,3,6,6,60.3,59.0,18741,331.34803000000005
27722,27722,2.36,3,3,4,59.4,58.0,18745,393.87424999999996
27723,27723,2.61,4,1,4,62.1,56.0,18756,421.84233000000006
27724,27724,2.03,4,6,6,60.0,55.8,18757,335.66445000000004
27727,27727,2.55,3,1,3,61.8,62.0,18766,403.3668
27728,27728,1.71,4,6,2,62.1,55.0,18768,277.61755
27730,27730,2.06,4,1,5,62.2,55.0,18779,339.08237999999994
27733,27733,2.05,3,4,4,60.2,59.0,18784,344.86199999999997
27734,27734,2.05,4,6,6,61.9,57.0,18787,332.46288000000004
27737,27737,2.15,4,6,4,62.6,54.0,18791,360.64401499999997
27738,27738,2.04,3,3,6,58.1,60.0,18795,335.4294239999999
27739,27739,2.0,3,1,3,60.8,59.0,18795,320.144766
27740,27740,2.29,3,1,6,61.8,59.0,18797,377.24855999999994
27742,27742,2.07,4,6,4,62.5,55.0,18804,340.66326
27743,27743,1.51,4,6,0,61.7,55.0,18806,249.02935199999996
27745,27745,2.29,3,1,5,60.8,60.0,18823,371.49420000000003
27747,27747,0.32,3,1,3,62.6,58.0,648,52.998000000000005
27749,27749,0.32,4,1,3,62.3,57.0,648,52.924196
27751,27751,0.32,3,1,3,61.9,58.0,648,51.98864000000001
27752,27752,0.32,3,1,3,62.0,58.0,648,52.300160000000005
27753,27753,0.32,4,1,3,62.4,56.0,648,51.04203699999999
27754,27754,0.32,3,1,3,61.3,58.0,648,51.17861999999999
27755,27755,0.32,3,3,5,59.5,58.0,648,53.707049999999995
27756,27756,0.32,3,3,5,60.5,59.0,648,51.92535899999999
27757,27757,0.32,4,3,5,61.3,55.0,648,52.942560000000014
27758,27758,0.32,3,3,5,60.7,58.0,648,53.34606
27759,27759,0.32,3,3,5,60.6,58.0,648,53.586360000000006
27760,27760,0.32,3,3,5,60.6,58.0,648,53.586360000000006
27761,27761,0.32,4,3,5,62.0,55.0,648,52.97237399999999
27763,27763,0.32,3,3,5,60.7,61.0,648,51.690933
27764,27764,0.32,3,3,5,61.4,60.0,648,52.271730000000005
27765,27765,0.32,3,3,5,62.7,54.0,648,53.43332399999999
27766,27766,0.32,4,3,5,62.0,55.0,648,52.41984000000001
27767,27767,0.32,4,3,5,62.8,55.0,648,53.31160799999999
27768,27768,0.32,3,3,5,61.7,59.0,648,51.678000000000004
27769,27769,0.32,3,3,5,61.0,60.0,648,51.219944999999996
27770,27770,0.32,3,3,5,62.3,57.0,648,52.373139
27771,27771,0.32,4,3,5,62.1,56.0,648,52.731042
27772,27772,0.32,4,3,5,61.5,56.0,648,52.03440000000001
27773,27773,0.32,4,3,5,62.0,57.0,648,51.75151499999998
27774,27774,0.32,4,3,5,63.0,57.0,648,52.39574999999999
27775,27775,0.32,3,3,5,62.5,59.0,648,51.585888000000004
27776,27776,0.32,3,3,5,62.4,58.0,648,51.161548
27778,27778,0.3,1,6,5,58.5,64.0,648,49.640578
27779,27779,0.32,4,3,5,63.0,57.0,648,51.846554000000005
27781,27781,0.41,3,3,4,60.9,60.0,649,68.44437599999999
27782,27782,0.37,3,5,6,61.8,58.0,649,60.69816
27783,27783,0.37,4,5,6,61.9,56.0,649,59.702479999999994
27784,27784,0.37,4,5,6,62.7,54.0,649,60.06909999999999
27785,27785,0.37,3,5,6,59.3,58.0,649,63.133675000000004
27787,27787,0.37,3,6,5,61.3,60.0,649,60.27334
27788,27788,0.37,4,6,5,62.2,57.0,649,61.124112
27791,27791,0.37,3,6,5,59.3,60.0,649,61.148045999999994
27793,27793,0.37,3,6,5,60.1,59.0,649,60.802559999999986
27794,27794,0.37,4,6,5,60.8,57.0,649,60.580932000000004
27796,27796,0.37,3,3,3,60.9,60.0,649,59.847379999999994
27797,27797,0.37,4,6,5,61.5,56.0,649,60.485184
27798,27798,0.37,4,6,5,61.3,57.0,649,60.40351999999999
27799,27799,0.37,3,6,5,61.2,60.0,649,59.799228
27802,27802,0.3,4,6,2,61.9,57.0,650,49.526540000000004
27803,27803,0.23,4,4,2,61.6,54.0,650,38.808735000000006
27804,27804,0.3,4,3,1,61.5,55.0,650,49.87100999999999
27805,27805,0.3,4,3,1,62.3,57.0,650,48.2035
27806,27806,0.3,4,3,1,61.1,56.0,650,50.332786000000006
27807,27807,0.28,4,6,1,61.8,55.0,650,46.081620000000015
27808,27808,0.28,4,6,0,61.3,57.0,650,47.183499999999995
27809,27809,0.28,4,6,0,61.5,57.0,650,45.510942
27811,27811,0.28,4,6,0,60.9,57.0,650,46.89143199999999
27812,27812,0.34,4,6,6,61.2,57.0,650,57.425903999999996
27813,27813,0.34,1,6,6,63.9,58.0,650,54.967439999999996
27814,27814,0.34,3,6,6,59.7,59.0,650,55.161
27815,27815,0.34,3,6,6,60.8,59.0,650,55.725024
27818,27818,0.34,3,2,4,59.2,59.0,650,56.14164
27819,27819,0.34,3,2,4,60.7,61.0,650,54.58904000000001
27820,27820,0.34,3,2,4,60.6,60.0,650,55.403712000000006
27821,27821,0.34,3,2,4,60.8,60.0,650,55.73077800000001
27823,27823,0.39,3,3,6,62.0,60.0,650,63.51435000000001
27825,27825,0.38,4,3,6,61.2,56.0,650,61.75494
27831,27831,0.31,1,3,3,59.2,65.0,651,49.568974
27832,27832,0.39,4,1,5,61.5,55.0,651,64.46990000000001
27833,27833,0.36,4,3,3,61.5,55.0,651,60.012414
27834,27834,0.4,4,6,4,60.6,56.0,651,67.18549800000001
27835,27835,0.39,4,2,4,61.6,56.0,651,64.19672
27836,27836,0.31,1,5,5,59.1,56.0,651,51.531732000000005
27838,27838,0.31,3,5,6,58.7,60.0,651,52.23232000000001
27840,27840,0.31,3,5,6,63.0,58.0,651,50.107628999999996
27842,27842,0.3,4,2,3,62.2,56.0,651,49.13787899999999
27843,27843,0.3,4,2,3,61.0,57.0,651,48.968495999999995
27845,27845,0.31,4,3,2,61.7,55.8,652,51.36958499999999
27846,27846,0.34,4,3,2,60.9,55.0,652,56.432199999999995
27847,27847,0.31,4,6,5,61.8,53.0,652,51.56054999999999
27848,27848,0.31,4,6,5,61.5,56.0,652,50.712032
27849,27849,0.3,4,5,5,62.1,53.6,652,50.316449999999996
27850,27850,0.31,4,6,3,61.3,56.4,652,51.487676
27851,27851,0.3,4,4,3,61.6,54.7,652,50.175174
27852,27852,0.3,4,4,3,62.2,54.4,652,49.898920000000004
27853,27853,0.32,4,4,3,61.1,57.0,652,53.30299
27855,27855,0.3,4,4,3,62.3,53.8,652,50.08511
27856,27856,0.33,1,2,5,61.8,61.0,652,53.333280000000016
27857,27857,0.31,4,1,0,61.3,57.0,652,51.17728
27859,27859,0.31,1,2,3,61.7,61.0,653,50.059295999999996
27860,27860,0.32,4,6,6,61.4,56.0,653,53.379456000000005
27863,27863,0.38,4,5,6,61.4,57.0,653,61.97276799999999
27864,27864,0.42,1,2,4,63.1,56.0,653,68.48352
27865,27865,0.38,3,4,6,62.0,58.0,653,60.912279999999996
27866,27866,0.42,1,3,6,63.6,57.0,653,68.794938
27867,27867,0.42,1,2,4,63.2,57.0,653,68.199075
27869,27869,0.42,3,5,4,60.1,58.0,653,70.300398
27871,27871,0.44,4,3,4,62.3,54.0,654,73.769562
27872,27872,0.4,4,6,4,61.8,56.0,654,66.61305
27873,27873,0.41,4,5,4,61.5,58.0,654,68.481672
27875,27875,0.4,4,1,6,62.2,55.0,654,66.41748
27876,27876,0.39,4,3,6,61.9,55.7,654,63.65094
27877,27877,0.41,1,5,6,63.5,55.0,654,67.627175
27880,27880,0.36,4,1,2,61.5,57.0,655,58.34919999999999
27881,27881,0.3,4,6,2,62.5,53.0,655,50.38821
27882,27882,0.3,4,6,2,60.7,58.0,655,49.955136
27883,27883,0.3,4,6,2,61.6,57.0,655,48.997440000000005
27884,27884,0.3,4,6,2,62.2,57.0,655,48.6115
27885,27885,0.3,4,3,1,61.2,57.0,655,50.21282
27886,27886,0.44,4,4,4,61.7,54.0,655,73.04724
27887,27887,0.32,4,1,0,62.1,54.0,655,53.286697999999994
27888,27888,0.32,4,1,0,61.6,56.0,655,53.018240000000006
27889,27889,0.32,4,1,0,61.4,57.0,655,52.822236000000004
27890,27890,0.32,4,1,0,61.7,55.0,655,52.89856
27891,27891,0.39,4,5,7,62.8,57.0,655,62.51436600000001
27893,27893,0.4,1,6,6,63.2,58.0,655,63.70098
27894,27894,0.4,1,6,6,63.1,56.0,655,67.0358
27895,27895,0.4,1,6,6,63.3,58.0,655,64.691984
27896,27896,0.4,1,6,6,63.4,58.0,655,65.187342
27901,27901,0.31,4,2,5,61.0,54.0,656,52.312968000000005
27902,27902,0.41,4,2,4,62.6,57.0,656,66.867768
27909,27909,0.26,4,5,1,62.5,56.0,657,43.138048
27910,27910,0.34,4,6,3,61.4,56.0,657,57.04782399999999
27911,27911,0.26,4,4,0,61.6,56.0,657,42.15380400000001
27913,27913,0.32,4,2,5,61.8,55.0,657,53.334099
27914,27914,0.32,1,2,5,63.6,55.0,657,53.64332999999999
27915,27915,0.32,4,5,3,59.5,57.0,657,53.14813000000001
27919,27919,0.4,4,0,3,62.2,54.3,658,66.27912500000001
27920,27920,0.31,4,6,3,61.5,54.0,658,52.70326699999999
27921,27921,0.38,4,6,6,60.4,58.0,658,63.49230000000001
27922,27922,0.38,3,0,6,61.3,59.0,658,61.62156
27923,27923,0.38,3,5,6,58.1,58.0,658,65.0482
27924,27924,0.38,4,5,6,61.7,58.0,658,62.80502399999999
27925,27925,0.32,1,5,5,64.1,54.0,658,52.36185600000001
27926,27926,0.35,1,3,4,63.2,61.0,429,56.798949
27929,27929,0.31,4,1,6,61.4,56.0,430,51.062039999999996
27930,27930,0.32,4,3,6,61.2,56.0,430,53.741216
27931,27931,0.28,4,6,6,60.7,56.0,430,47.1121
27932,27932,0.25,4,4,6,61.5,56.0,430,41.5135
27933,27933,0.25,4,4,6,60.1,56.0,430,42.096264
27941,27941,0.25,4,3,3,61.7,57.0,431,41.107000000000006
27942,27942,0.31,3,6,6,61.8,58.0,431,50.362559999999995
27943,27943,0.31,1,6,6,63.3,57.0,431,50.82987
27948,27948,0.27,4,1,3,61.6,56.0,432,44.68844500000001
27949,27949,0.27,4,1,3,61.9,54.0,432,44.754228
27950,27950,0.27,4,1,3,62.5,54.0,432,45.493344
27952,27952,0.27,4,1,3,61.9,55.0,432,44.863104
27953,27953,0.27,4,1,3,62.0,56.0,432,45.144736
27954,27954,0.27,4,1,3,61.3,57.0,432,44.621824000000004
27955,27955,0.27,4,1,3,62.2,54.0,432,45.427200000000006
27956,27956,0.3,3,5,5,59.9,59.0,658,49.499694
27957,27957,0.3,4,5,5,62.1,56.0,658,48.72455
27960,27960,0.3,3,4,3,61.5,59.0,658,49.641718
27961,27961,0.3,4,5,5,62.6,54.0,658,49.621891999999995
27962,27962,0.3,4,5,5,61.5,55.0,658,48.699552000000004
27963,27963,0.3,4,5,5,61.8,55.0,658,50.47914
27964,27964,0.3,3,5,5,62.6,58.0,658,49.09224
27965,27965,0.3,3,5,5,59.2,59.0,658,50.10642000000001
27966,27966,0.3,3,5,5,62.0,59.0,658,48.953841999999995
27967,27967,0.3,4,5,5,62.0,56.0,658,50.130472
27968,27968,0.3,3,5,5,62.2,60.0,658,48.09008
27969,27969,0.3,4,5,5,61.5,56.0,658,49.225605
27970,27970,0.3,4,5,5,61.3,57.0,658,49.039848000000006
27972,27972,0.3,4,5,5,62.1,55.0,658,50.55047999999999
27974,27974,0.3,4,5,5,61.5,55.0,658,49.756364
27975,27975,0.3,4,5,5,61.8,56.0,658,49.828340999999995
27976,27976,0.3,4,5,5,62.0,55.0,658,50.1294
27979,27979,0.3,3,5,5,62.3,58.0,658,49.55212800000001
27980,27980,0.3,4,5,5,61.5,55.0,658,50.94144000000001
27981,27981,0.3,4,5,5,62.0,55.0,658,48.953841999999995
27982,27982,0.3,4,5,5,62.1,55.0,658,49.36723200000001
27985,27985,0.3,4,5,5,62.3,56.0,658,49.55212800000001
27986,27986,0.3,4,5,5,62.0,55.0,658,48.428749999999994
27987,27987,0.3,3,5,5,62.0,60.0,658,47.392074
27988,27988,0.3,3,5,5,60.4,58.0,658,48.70782
27989,27989,0.3,4,5,5,62.2,56.0,658,49.13868
27990,27990,0.3,3,5,5,61.8,58.0,658,50.361488
27991,27991,0.3,4,5,5,61.2,55.0,658,49.68352499999999
27993,27993,0.3,3,5,5,61.7,58.0,658,50.059295999999996
27994,27994,0.3,3,5,5,62.4,59.0,658,48.90905999999999
27995,27995,0.3,3,5,5,62.5,58.0,658,49.206407999999996
27997,27997,0.3,4,5,5,61.8,57.0,658,49.82754
